transaction_id,customer_id,timestamp,amount,txn_type,channel,sender_id,receiver_id,currency,country_dest,fx_rate,amount_gbp,is_high_risk_dest,is_fatf_black_dest
TXN000051,C0003,2024-02-14 01:08:00.000000000,711.63,CREDIT,ATM,S8170,R7469,GBP,GB,1.0,711.63,0,0
TXN000052,C0003,2024-01-28 15:53:00.000000000,537.92,CREDIT,SWIFT,S8480,R5213,USD,GB,0.79,424.9568,0,0
TXN000053,C0003,2024-02-13 04:09:00.000000000,2278.96,CREDIT,SWIFT,S4173,R2815,USD,IN,0.79,1800.3784,0,0
TXN000054,C0003,2024-01-14 11:24:00.000000000,498.38,CASH,ATM,S8703,R9931,GBP,KP,1.0,498.38,1,1
TXN000055,C0003,2024-03-05 10:27:00.000000000,10861.77,CREDIT,ONLINE,S3745,R7091,GBP,GB,1.0,10861.77,0,0
TXN000056,C0003,2024-02-11 16:29:00.000000000,333.68,DEBIT,SWIFT,S9224,R7198,GBP,GB,1.0,333.68,0,0
TXN000057,C0003,2024-01-12 00:42:00.000000000,895.81,DEBIT,SWIFT,S4718,R8395,USD,US,0.79,707.6899,0,0
TXN000058,C0003,2024-02-01 19:32:00.000000000,176.17,CREDIT,BRANCH,S9835,R9386,USD,GB,0.79,139.1743,0,0
TXN000059,C0003,2024-01-28 12:59:00.000000000,5904.35,DEBIT,MOBILE,S9707,R6223,EUR,GB,0.86,5077.741,0,0
TXN000060,C0003,2024-02-25 23:49:00.000000000,6374.21,WIRE,ONLINE,S6690,R8659,GBP,GB,1.0,6374.21,0,0
TXN000061,C0003,2024-01-26 18:58:00.000000000,35325.8,DEBIT,BRANCH,S9652,R4764,GBP,US,1.0,35325.8,0,0
TXN000062,C0003,2024-01-28 14:00:00.000000000,4711.57,CREDIT,ATM,S3606,R9350,USD,GB,0.79,3722.1403,0,0
TXN000063,C0003,2024-01-05 12:40:00.000000000,1267.56,DEBIT,ONLINE,S2946,R3783,GBP,GB,1.0,1267.56,0,0
TXN000064,C0003,2024-02-15 03:37:00.000000000,254.33,DEBIT,BRANCH,S6085,R6637,GBP,GB,1.0,254.33,0,0
TXN000065,C0003,2024-02-02 06:10:00.000000000,2410.26,WIRE,BRANCH,S5958,R3743,USD,KP,0.79,1904.1054000000001,1,1
TXN000066,C0003,2024-03-02 13:10:00.000000000,6215.76,CREDIT,MOBILE,S1619,R1882,USD,FR,0.79,4910.450400000001,0,0
TXN000067,C0004,2024-03-20 22:54:00.000000000,1602.26,CREDIT,MOBILE,S9199,R4423,GBP,DE,1.0,1602.26,0,0
TXN000068,C0004,2024-03-05 12:16:00.000000000,2561.21,WIRE,ATM,S3468,R7217,USD,DE,0.79,2023.3559,0,0
TXN000069,C0004,2024-01-28 08:42:00.000000000,297.47,CREDIT,MOBILE,S5967,R3369,GBP,GB,1.0,297.47,0,0
TXN000070,C0004,2024-01-22 11:56:00.000000000,6807.58,CREDIT,ATM,S8432,R8927,EUR,GB,0.86,5854.5188,0,0
TXN000071,C0004,2024-01-01 02:28:00.000000000,1304.19,DEBIT,BRANCH,S3451,R1628,GBP,FR,1.0,1304.19,0,0
TXN000072,C0004,2024-03-30 10:17:00.000000000,114.38,WIRE,ONLINE,S9345,R4699,GBP,GB,1.0,114.38,0,0
TXN000073,C0004,2024-03-15 15:04:00.000000000,20236.79,CREDIT,ONLINE,S2772,R3780,GBP,GB,1.0,20236.79,0,0
TXN000074,C0004,2024-02-25 13:34:00.000000000,7254.42,CREDIT,MOBILE,S8812,R5557,USD,NG,0.79,5730.991800000001,1,0
TXN000075,C0004,2024-01-15 13:44:00.000000000,888.6,DEBIT,ONLINE,S1614,R5570,GBP,GB,1.0,888.6,0,0
TXN000076,C0004,2024-02-06 12:46:00.000000000,3481.11,CREDIT,MOBILE,S4607,R4075,GBP,GB,1.0,3481.11,0,0
TXN000077,C0004,2024-02-18 13:55:00.000000000,3315.76,CREDIT,SWIFT,S1580,R5958,GBP,US,1.0,3315.76,0,0
TXN000078,C0004,2024-02-10 00:56:00.000000000,1393.68,DEBIT,SWIFT,S5307,R6634,USD,NG,0.79,1101.0072,1,0
TXN000079,C0004,2024-02-16 07:11:00.000000000,789.59,CREDIT,ATM,S4240,R7028,GBP,GB,1.0,789.59,0,0
TXN000080,C0004,2024-01-30 10:24:00.000000000,502.25,CREDIT,BRANCH,S8214,R4811,EUR,GB,0.86,431.935,0,0
TXN000081,C0004,2024-03-25 13:07:00.000000000,452.47,DEBIT,BRANCH,S4273,R5538,GBP,GB,1.0,452.47,0,0
TXN000082,C0004,2024-03-21 21:09:00.000000000,62.74,CASH,ONLINE,S6754,R3800,GBP,IR,1.0,62.74,1,1
TXN000083,C0004,2024-02-20 11:40:00.000000000,1163.64,DEBIT,MOBILE,S5199,R4854,USD,US,0.79,919.2756000000002,0,0
TXN000084,C0005,2024-02-08 18:56:00.000000000,6363.99,CREDIT,SWIFT,S5357,R2363,EUR,GB,0.86,5473.0314,0,0
TXN000085,C0005,2024-03-21 15:11:00.000000000,716.32,DEBIT,SWIFT,S3230,R5287,GBP,US,1.0,716.32,0,0
TXN000086,C0005,2024-03-30 07:31:00.000000000,5950.38,CREDIT,BRANCH,S2907,R4490,GBP,GB,1.0,5950.38,0,0
TXN000087,C0005,2024-02-02 22:54:00.000000000,1299.35,CREDIT,BRANCH,S3972,R4922,USD,FR,0.79,1026.4865,0,0
TXN000088,C0005,2024-02-18 13:52:00.000000000,27690.23,WIRE,SWIFT,S2855,R9125,GBP,IN,1.0,27690.23,0,0
TXN000089,C0005,2024-03-20 06:09:00.000000000,1919.66,WIRE,ATM,S4093,R1882,GBP,US,1.0,1919.66,0,0
TXN000090,C0005,2024-01-07 10:54:00.000000000,11135.75,CASH,MOBILE,S5595,R5559,GBP,FR,1.0,11135.75,0,0
TXN000091,C0005,2024-01-12 10:10:00.000000000,2675.46,CREDIT,ATM,S2424,R3949,GBP,GB,1.0,2675.46,0,0
TXN000092,C0005,2024-01-28 11:53:00.000000000,606.18,CREDIT,ONLINE,S1018,R5821,GBP,US,1.0,606.18,0,0
TXN000093,C0005,2024-02-16 11:32:00.000000000,265.84,DEBIT,BRANCH,S9319,R6941,GBP,GB,1.0,265.84,0,0
TXN000094,C0005,2024-01-29 10:09:00.000000000,3318.84,CREDIT,MOBILE,S2988,R4802,GBP,US,1.0,3318.84,0,0
TXN000095,C0005,2024-01-03 08:24:00.000000000,1696.8,DEBIT,MOBILE,S6755,R7309,EUR,GB,0.86,1459.248,0,0
TXN000096,C0005,2024-02-24 03:28:00.000000000,25554.38,DEBIT,BRANCH,S3849,R2742,GBP,US,1.0,25554.38,0,0
TXN000097,C0005,2024-02-17 13:58:00.000000000,704.98,CREDIT,ATM,S3305,R8619,EUR,GB,0.86,606.2828,0,0
TXN000098,C0005,2024-03-29 06:14:00.000000000,207.1,CREDIT,ONLINE,S5396,R1816,GBP,IN,1.0,207.1,0,0
TXN000099,C0005,2024-01-01 08:08:00.000000000,15452.4,WIRE,MOBILE,S8071,R8967,GBP,GB,1.0,15452.4,0,0
TXN000100,C0005,2024-01-17 12:26:00.000000000,494.43,DEBIT,ONLINE,S4676,R3426,USD,GB,0.79,390.59970000000004,0,0
TXN000101,C0005,2024-01-19 13:16:00.000000000,1463.53,DEBIT,ONLINE,S5017,R9560,USD,FR,0.79,1156.1887,0,0
TXN000102,C0005,2024-02-21 00:32:00.000000000,634.03,CREDIT,BRANCH,S9252,R6041,USD,GB,0.79,500.8837,0,0
TXN000103,C0005,2024-02-02 14:17:00.000000000,489.91,CREDIT,MOBILE,S2361,R5370,GBP,US,1.0,489.91,0,0
TXN000104,C0005,2024-03-17 16:02:00.000000000,15146.59,DEBIT,BRANCH,S9685,R1489,GBP,GB,1.0,15146.59,0,0
TXN000105,C0005,2024-03-29 10:59:00.000000000,5024.14,CREDIT,SWIFT,S5744,R2873,USD,NG,0.79,3969.0706000000005,1,0
TXN000106,C0006,2024-02-29 17:39:00.000000000,35910.07,CASH,ATM,S8697,R9033,GBP,GB,1.0,35910.07,0,0
TXN000107,C0006,2024-02-27 01:03:00.000000000,572.5,DEBIT,SWIFT,S5970,R9003,GBP,GB,1.0,572.5,0,0
TXN000108,C0006,2024-02-24 15:37:00.000000000,274.58,CREDIT,SWIFT,S1644,R3032,GBP,GB,1.0,274.58,0,0
TXN000109,C0006,2024-03-11 15:46:00.000000000,6123.0,DEBIT,BRANCH,S6059,R1195,EUR,GB,0.86,5265.78,0,0
TXN000110,C0006,2024-02-25 13:24:00.000000000,238.27,WIRE,ONLINE,S3591,R9758,EUR,GB,0.86,204.9122,0,0
TXN000111,C0006,2024-02-18 12:38:00.000000000,248.72,CREDIT,ONLINE,S7972,R1136,GBP,GB,1.0,248.72,0,0
TXN000112,C0006,2024-02-08 07:53:00.000000000,2769.68,CREDIT,BRANCH,S7968,R3773,GBP,GB,1.0,2769.68,0,0
TXN000113,C0006,2024-03-27 07:45:00.000000000,2506.76,CREDIT,SWIFT,S6520,R4687,USD,GB,0.79,1980.3404000000003,0,0
TXN000114,C0006,2024-01-18 10:53:00.000000000,623.68,CREDIT,ATM,S8178,R3294,GBP,GB,1.0,623.68,0,0
TXN000115,C0006,2024-01-15 15:23:00.000000000,273.76,DEBIT,SWIFT,S9328,R4360,GBP,GB,1.0,273.76,0,0
TXN000116,C0006,2024-03-07 15:46:00.000000000,580.58,CREDIT,SWIFT,S7901,R2920,GBP,GB,1.0,580.58,0,0
TXN000117,C0006,2024-03-17 15:52:00.000000000,4779.7,CREDIT,SWIFT,S5390,R3687,EUR,GB,0.86,4110.5419999999995,0,0
TXN000118,C0006,2024-03-11 05:25:00.000000000,1483.07,DEBIT,SWIFT,S1192,R2776,GBP,GB,1.0,1483.07,0,0
TXN000119,C0006,2024-01-25 14:02:00.000000000,2356.97,DEBIT,SWIFT,S4893,R7811,GBP,GB,1.0,2356.97,0,0
TXN000120,C0007,2024-02-20 10:06:00.000000000,249.92,WIRE,SWIFT,S5994,R5234,GBP,GB,1.0,249.92,0,0
TXN000121,C0007,2024-02-26 17:50:00.000000000,1333.46,CREDIT,MOBILE,S4719,R3581,GBP,GB,1.0,1333.46,0,0
TXN000122,C0007,2024-02-05 18:51:00.000000000,727.74,CREDIT,SWIFT,S9181,R3382,GBP,DE,1.0,727.74,0,0
TXN000123,C0007,2024-03-07 08:53:00.000000000,2482.26,DEBIT,BRANCH,S6626,R8739,USD,DE,0.79,1960.9854000000003,0,0
TXN000124,C0007,2024-01-30 08:48:00.000000000,15824.14,CREDIT,ONLINE,S6255,R1249,GBP,GB,1.0,15824.14,0,0
TXN000125,C0007,2024-03-02 17:57:00.000000000,225.13,WIRE,BRANCH,S6330,R8871,USD,GB,0.79,177.8527,0,0
TXN000126,C0007,2024-03-11 14:27:00.000000000,347.64,CREDIT,BRANCH,S2812,R9995,USD,NG,0.79,274.6356,1,0
TXN000127,C0007,2024-03-02 06:41:00.000000000,1066.63,DEBIT,BRANCH,S1053,R3575,GBP,GB,1.0,1066.63,0,0
TXN000128,C0007,2024-02-26 09:58:00.000000000,7434.25,DEBIT,MOBILE,S3561,R7539,GBP,GB,1.0,7434.25,0,0
TXN000129,C0007,2024-01-18 21:48:00.000000000,6572.73,CREDIT,ONLINE,S5334,R5290,EUR,DE,0.86,5652.547799999999,0,0
TXN000130,C0007,2024-03-01 10:44:00.000000000,1452.36,CREDIT,BRANCH,S3915,R8957,GBP,GB,1.0,1452.36,0,0
TXN000131,C0007,2024-03-19 17:31:00.000000000,12526.04,WIRE,ATM,S4940,R7483,GBP,GB,1.0,12526.04,0,0
TXN000132,C0007,2024-01-08 01:21:00.000000000,3054.82,CREDIT,MOBILE,S4759,R3103,GBP,GB,1.0,3054.82,0,0
TXN000133,C0007,2024-03-11 23:37:00.000000000,172.91,CREDIT,BRANCH,S2205,R5988,GBP,GB,1.0,172.91,0,0
TXN000134,C0007,2024-01-27 23:42:00.000000000,71267.07,CREDIT,SWIFT,S3850,R3964,USD,US,0.79,56300.98530000001,0,0
TXN000135,C0007,2024-01-30 10:47:00.000000000,309.68,CREDIT,MOBILE,S4504,R1991,GBP,GB,1.0,309.68,0,0
TXN000136,C0007,2024-03-19 12:57:00.000000000,36990.1,WIRE,MOBILE,S1067,R6660,USD,GB,0.79,29222.179,0,0
TXN000137,C0007,2024-03-06 15:42:00.000000000,8396.45,DEBIT,BRANCH,S7039,R1650,EUR,GB,0.86,7220.947,0,0
TXN000138,C0007,2024-01-28 13:58:00.000000000,41.44,DEBIT,ONLINE,S3217,R4539,EUR,GB,0.86,35.6384,0,0
TXN000139,C0007,2024-03-15 21:17:00.000000000,235.88,CREDIT,MOBILE,S8031,R4716,GBP,GB,1.0,235.88,0,0
TXN000140,C0008,2024-03-14 13:00:00.000000000,11456.49,CREDIT,ATM,S8086,R5749,GBP,GB,1.0,11456.49,0,0
TXN000141,C0008,2024-02-02 14:42:00.000000000,22641.08,DEBIT,ATM,S8389,R3690,GBP,KP,1.0,22641.08,1,1
TXN000142,C0008,2024-01-13 06:36:00.000000000,3522.51,CREDIT,BRANCH,S9135,R7055,GBP,GB,1.0,3522.51,0,0
TXN000143,C0008,2024-01-08 03:25:00.000000000,8615.89,CREDIT,ATM,S7582,R6866,GBP,GB,1.0,8615.89,0,0
TXN000144,C0008,2024-02-28 19:47:00.000000000,11150.41,CASH,ONLINE,S3259,R2257,GBP,DE,1.0,11150.41,0,0
TXN000145,C0008,2024-02-26 12:30:00.000000000,849.67,WIRE,ATM,S6750,R4856,USD,DE,0.79,671.2393,0,0
TXN000146,C0008,2024-01-29 04:10:00.000000000,998.52,CREDIT,BRANCH,S5145,R3775,GBP,GB,1.0,998.52,0,0
TXN000147,C0008,2024-01-15 06:02:00.000000000,14057.47,ATM,ONLINE,S9775,R6415,GBP,GB,1.0,14057.47,0,0
TXN000148,C0008,2024-01-11 10:07:00.000000000,922.35,CREDIT,SWIFT,S5131,R3148,GBP,GB,1.0,922.35,0,0
TXN000149,C0008,2024-03-22 10:23:00.000000000,9280.32,CREDIT,MOBILE,S8542,R3011,GBP,US,1.0,9280.32,0,0
TXN000150,C0008,2024-03-09 12:09:00.000000000,314.66,DEBIT,ATM,S6462,R4216,GBP,DE,1.0,314.66,0,0
TXN000151,C0008,2024-02-26 15:52:00.000000000,1857.64,DEBIT,ONLINE,S6208,R1687,GBP,IN,1.0,1857.64,0,0
TXN000152,C0008,2024-02-09 14:41:00.000000000,3263.96,WIRE,ONLINE,S4103,R3440,EUR,KP,0.86,2807.0056,1,1
TXN000153,C0008,2024-03-25 12:15:00.000000000,100.33,DEBIT,ATM,S4109,R2234,GBP,FR,1.0,100.33,0,0
TXN000154,C0008,2024-02-17 11:54:00.000000000,619.66,DEBIT,SWIFT,S3032,R2252,GBP,IN,1.0,619.66,0,0
TXN000155,C0008,2024-02-29 12:30:00.000000000,22817.12,DEBIT,ATM,S2574,R2695,GBP,US,1.0,22817.12,0,0
TXN000156,C0008,2024-02-07 18:52:00.000000000,462.67,CREDIT,MOBILE,S1719,R9597,GBP,GB,1.0,462.67,0,0
TXN000157,C0009,2024-01-10 11:58:00.000000000,618.58,CREDIT,BRANCH,S6918,R1348,USD,US,0.79,488.67820000000006,0,0
TXN000158,C0009,2024-02-21 14:40:00.000000000,2215.21,DEBIT,ATM,S5620,R3985,USD,GB,0.79,1750.0159,0,0
TXN000159,C0009,2024-03-17 08:35:00.000000000,148.02,DEBIT,SWIFT,S4129,R6447,EUR,GB,0.86,127.2972,0,0
TXN000160,C0009,2024-02-15 14:58:00.000000000,2802.56,DEBIT,ONLINE,S9347,R6592,USD,GB,0.79,2214.0224,0,0
TXN000161,C0009,2024-03-22 12:29:00.000000000,1365.13,ATM,MOBILE,S2756,R2117,GBP,GB,1.0,1365.13,0,0
TXN000162,C0009,2024-03-25 16:47:00.000000000,2234.75,DEBIT,ONLINE,S3761,R4435,GBP,NG,1.0,2234.75,1,0
TXN000163,C0009,2024-02-21 09:56:00.000000000,74.01,DEBIT,ONLINE,S3786,R4791,GBP,GB,1.0,74.01,0,0
TXN000164,C0009,2024-01-12 15:13:00.000000000,2533.29,DEBIT,MOBILE,S8850,R7416,GBP,DE,1.0,2533.29,0,0
TXN000165,C0009,2024-03-25 13:22:00.000000000,3745.07,CASH,MOBILE,S9100,R9684,USD,GB,0.79,2958.6053,0,0
TXN000166,C0009,2024-03-12 16:34:00.000000000,146.9,CREDIT,MOBILE,S2874,R5763,GBP,GB,1.0,146.9,0,0
TXN000167,C0010,2024-03-06 14:36:00.000000000,675.18,CASH,ATM,S7320,R3105,GBP,GB,1.0,675.18,0,0
TXN000168,C0010,2024-02-01 13:35:00.000000000,353.37,CREDIT,BRANCH,S5891,R5992,GBP,GB,1.0,353.37,0,0
TXN000169,C0010,2024-02-09 13:11:00.000000000,265.32,CREDIT,MOBILE,S5005,R1183,GBP,IR,1.0,265.32,1,1
TXN000170,C0010,2024-01-14 12:33:00.000000000,252.04,CREDIT,SWIFT,S6314,R4354,GBP,GB,1.0,252.04,0,0
TXN000171,C0010,2024-02-04 08:52:00.000000000,6507.51,CREDIT,MOBILE,S3398,R7995,USD,GB,0.79,5140.932900000001,0,0
TXN000172,C0010,2024-03-27 10:47:00.000000000,524.91,CREDIT,MOBILE,S6552,R1627,GBP,US,1.0,524.91,0,0
TXN000173,C0010,2024-02-07 15:57:00.000000000,725.68,CREDIT,ATM,S1974,R8192,GBP,GB,1.0,725.68,0,0
TXN000174,C0010,2024-03-10 19:47:00.000000000,460.09,CASH,BRANCH,S8409,R5440,EUR,US,0.86,395.6774,0,0
TXN000175,C0010,2024-03-15 17:04:00.000000000,2398.75,CREDIT,SWIFT,S1310,R5538,EUR,DE,0.86,2062.925,0,0
TXN000176,C0010,2024-03-09 03:47:00.000000000,5141.48,DEBIT,BRANCH,S3011,R7251,GBP,KP,1.0,5141.48,1,1
TXN000177,C0010,2024-03-17 13:53:00.000000000,7971.37,DEBIT,ONLINE,S9806,R4806,USD,GB,0.79,6297.3823,0,0
TXN000178,C0010,2024-02-03 02:51:00.000000000,1872.43,CREDIT,SWIFT,S3432,R4904,GBP,GB,1.0,1872.43,0,0
TXN000179,C0010,2024-02-11 17:16:00.000000000,896.59,CREDIT,BRANCH,S3028,R7845,USD,GB,0.79,708.3061,0,0
TXN000180,C0010,2024-03-30 06:37:00.000000000,185.12,WIRE,SWIFT,S4580,R8962,USD,GB,0.79,146.2448,0,0
TXN000181,C0010,2024-02-04 00:04:00.000000000,25.84,CASH,ONLINE,S1406,R8384,GBP,GB,1.0,25.84,0,0
TXN000182,C0010,2024-01-05 10:05:00.000000000,3569.79,ATM,ONLINE,S6368,R5621,USD,GB,0.79,2820.1341,0,0
TXN000183,C0010,2024-02-13 05:18:00.000000000,414.29,WIRE,ATM,S8504,R3466,GBP,FR,1.0,414.29,0,0
TXN000184,C0011,2024-01-17 19:49:00.000000000,1172.83,DEBIT,MOBILE,S2956,R8023,GBP,US,1.0,1172.83,0,0
TXN000185,C0011,2024-02-09 06:27:00.000000000,558.01,CASH,ATM,S5524,R3284,USD,GB,0.79,440.8279,0,0
TXN000186,C0011,2024-01-08 12:42:00.000000000,485.22,WIRE,ATM,S3418,R5198,GBP,GB,1.0,485.22,0,0
TXN000187,C0011,2024-03-20 11:09:00.000000000,339.62,CREDIT,MOBILE,S6316,R1422,USD,GB,0.79,268.2998,0,0
TXN000188,C0011,2024-02-14 14:29:00.000000000,10946.75,DEBIT,ATM,S4164,R3053,GBP,GB,1.0,10946.75,0,0
TXN000189,C0011,2024-01-15 12:31:00.000000000,2231.75,CREDIT,MOBILE,S3671,R7519,GBP,US,1.0,2231.75,0,0
TXN000190,C0012,2024-01-04 10:16:00.000000000,494.81,DEBIT,BRANCH,S8701,R2216,GBP,GB,1.0,494.81,0,0
TXN000191,C0012,2024-03-17 23:02:00.000000000,12322.69,ATM,ATM,S9790,R1224,GBP,US,1.0,12322.69,0,0
TXN000192,C0012,2024-01-23 03:46:00.000000000,1545.23,CASH,ONLINE,S3971,R3017,GBP,GB,1.0,1545.23,0,0
TXN000193,C0012,2024-03-14 19:56:00.000000000,31.34,DEBIT,ONLINE,S2048,R9307,GBP,GB,1.0,31.34,0,0
TXN000194,C0012,2024-03-15 01:20:00.000000000,1511.88,CREDIT,MOBILE,S7197,R6450,GBP,GB,1.0,1511.88,0,0
TXN000195,C0012,2024-02-28 13:05:00.000000000,2725.46,WIRE,BRANCH,S9622,R9430,GBP,IN,1.0,2725.46,0,0
